sample	circle_id	transcript_id	other_ids	exon_id	chr	start	end	strand	exon_length	unique_reads	fragments	number+	number-
hek293_B	12:1236769-1290012	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	11	12	1236768	1236904	+	136	5	6	3	3
hek293_B	12:1236769-1290012	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	12	12	1263033	1263165	+	132	3	3	1	2
hek293_B	12:1236769-1290012	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	13	12	1289851	1290012	+	161	5	6	3	3
hek293_B	7:122113118-122133741	NM_005763	NM_005763	13	7	122113117	122113229	-	112	5	5	3	2
hek293_B	7:122113118-122133741	NM_005763	NM_005763	14	7	122113597	122113720	-	123	1	1	0	1
hek293_B	7:122113118-122133741	NM_005763	NM_005763	15	0	0	0	0	0	0	0	0	0
hek293_B	7:122113118-122133741	NM_005763	NM_005763	16	0	0	0	0	0	0	0	0	0
hek293_B	7:122113118-122133741	NM_005763	NM_005763	17	0	0	0	0	0	0	0	0	0
hek293_B	7:122113118-122133741	NM_005763	NM_005763	18	0	0	0	0	0	0	0	0	0
hek293_B	7:122113118-122133741	NM_005763	NM_005763	19	0	0	0	0	0	0	0	0	0
hek293_B	7:122113118-122133741	NM_005763	NM_005763	20	0	0	0	0	0	0	0	0	0
hek293_B	7:122113118-122133741	NM_005763	NM_005763	21	0	0	0	0	0	0	0	0	0
hek293_B	7:122113118-122133741	NM_005763	NM_005763	22	7	122133516	122133741	-	225	5	5	3	2
hek293_B	5:180261684-180280608	NM_001135044	NM_001135044,NM_139068,NM_139069,NM_139070,NM_002752,NM_001308244	2	5	180261683	180261822	-	139	5	5	4	1
hek293_B	5:180261684-180280608	NM_001135044	NM_001135044,NM_139068,NM_139069,NM_139070,NM_002752,NM_001308244	3	5	180264780	180264839	-	59	2	2	2	0
hek293_B	5:180261684-180280608	NM_001135044	NM_001135044,NM_139068,NM_139069,NM_139070,NM_002752,NM_001308244	4	0	0	0	0	0	0	0	0	0
hek293_B	5:180261684-180280608	NM_001135044	NM_001135044,NM_139068,NM_139069,NM_139070,NM_002752,NM_001308244	5	5	180280439	180280608	-	169	5	5	4	1
hek293_B	1:117402186-117414831	NM_006699	NM_006699	1	1	117402185	117402441	+	256	15	15	9	6
hek293_B	1:117402186-117414831	NM_006699	NM_006699	2	1	117405548	117405645	+	97	9	9	5	4
hek293_B	1:117402186-117414831	NM_006699	NM_006699	3	1	117414712	117414831	+	119	15	15	9	6
hek293_B	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	1	7	24623665	24623784	+	119	6	6	4	2
hek293_B	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	2	7	24641715	24641868	+	153	3	3	1	2
hek293_B	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	3	0	0	0	0	0	0	0	0	0
hek293_B	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	4	0	0	0	0	0	0	0	0	0
hek293_B	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	5	0	0	0	0	0	0	0	0	0
hek293_B	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	6	0	0	0	0	0	0	0	0	0
hek293_B	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	7	7	24666020	24666089	+	69	3	3	3	0
hek293_B	7:24623666-24668660	NM_001303037	NM_001303037,NM_016447	8	7	24668498	24668660	+	162	6	6	4	2
hek293_B	1:58506060-58539310	NM_145243	NM_145243	1	1	58506059	58506209	-	150	6	6	4	2
hek293_B	1:58506060-58539310	NM_145243	NM_145243	2	0	0	0	0	0	0	0	0	0
hek293_B	1:58506060-58539310	NM_145243	NM_145243	3	0	0	0	0	0	0	0	0	0
hek293_B	1:58506060-58539310	NM_145243	NM_145243	4	0	0	0	0	0	0	0	0	0
hek293_B	1:58506060-58539310	NM_145243	NM_145243	5	0	0	0	0	0	0	0	0	0
hek293_B	1:58506060-58539310	NM_145243	NM_145243	6	0	0	0	0	0	0	0	0	0
hek293_B	1:58506060-58539310	NM_145243	NM_145243	7	1	58538794	58539310	-	516	6	6	4	2
hek293_B	1:15872816-15876678	NM_015001	NM_015001	1	1	15872815	15873136	+	321	8	8	2	6
hek293_B	1:15872816-15876678	NM_015001	NM_015001	2	1	15876201	15876678	+	477	8	8	2	6
hek293_B	4:87046166-87047594	NM_005935	NM_005935,NM_001166693	1	4	87046165	87046286	+	121	5	5	5	0
hek293_B	4:87046166-87047594	NM_005935	NM_005935,NM_001166693	2	4	87046694	87047594	+	900	5	6	6	0
hek293_B	14:32090502-32117287	NM_001030055	NM_001030055,NM_001173	1	14	32090501	32094386	+	3885	7	9	5	4
hek293_B	14:32090502-32117287	NM_001030055	NM_001030055,NM_001173	2	14	32117139	32117287	+	148	7	7	4	3
hek293_B	X:85247547-85270146	NM_021998	NM_021998	2	X	85247546	85247651	+	105	6	7	5	2
hek293_B	X:85247547-85270146	NM_021998	NM_021998	3	X	85255258	85255801	+	543	3	4	3	1
hek293_B	X:85247547-85270146	NM_021998	NM_021998	4	0	0	0	0	0	0	0	0	0
hek293_B	X:85247547-85270146	NM_021998	NM_021998	5	X	85265117	85265255	+	138	1	1	0	1
hek293_B	X:85247547-85270146	NM_021998	NM_021998	6	X	85268293	85268341	+	48	1	1	0	1
hek293_B	X:85247547-85270146	NM_021998	NM_021998	7	X	85270002	85270146	+	144	6	7	5	2
hek293_B	3:56660731-56673725	NM_015224	NM_001112736,NM_015224	13	3	56660730	56660834	-	104	8	8	4	4
hek293_B	3:56660731-56673725	NM_015224	NM_001112736,NM_015224	14	3	56660913	56661017	-	104	1	1	0	1
hek293_B	5:123545417-123557564	NM_004384	NM_004384,NM_001270572,NM_001031812,NM_001270573,NM_001044723	0	5	123545416	123545841	+	425	5	8	7	1
hek293_B	5:123545417-123557564	NM_004384	NM_004384,NM_001270572,NM_001031812,NM_001270573,NM_001044723	1	5	123553106	123553147	+	41	3	3	3	0
hek293_B	5:123545417-123557564	NM_004384	NM_004384,NM_001270572,NM_001031812,NM_001270573,NM_001044723	2	5	123557494	123557564	+	70	5	5	4	1
hek293_B	17:20204333-20205912	NM_001243439	NM_001243439,NM_001243438,NM_152904,NM_001033553,NM_001033555,NM_001033554	3	17	20204332	20205912	+	1580	17	38	24	14
hek293_B	12:1180540-1190052	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	7	12	1180539	1180677	+	138	5	5	2	3
hek293_B	12:1180540-1190052	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	8	12	1181924	1182065	+	141	1	1	1	0
hek293_B	12:1180540-1190052	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	9	12	1183280	1183421	+	141	1	1	0	1
hek293_B	12:1180540-1190052	NM_178039	NM_178039,NR_027946,NM_178040,NR_027948,NR_027949,NM_001301248	10	12	1189858	1190052	+	194	5	5	2	3
hek293_B	1:117402186-117420649	NM_006699	NM_006699	1	1	117402185	117402441	+	256	31	31	14	17
hek293_B	1:117402186-117420649	NM_006699	NM_006699	2	1	117405548	117405645	+	97	2	2	0	2
hek293_B	1:117402186-117420649	NM_006699	NM_006699	3	1	117414712	117414831	+	119	15	15	5	10
hek293_B	1:117402186-117420649	NM_006699	NM_006699	4	1	117420568	117420649	+	81	31	31	14	17
hek293_B	18:21765772-21819646	NM_020774	NM_020774	1	18	21765771	21765943	+	172	4	4	2	2
hek293_B	18:21765772-21819646	NM_020774	NM_020774	2	0	0	0	0	0	0	0	0	0
hek293_B	18:21765772-21819646	NM_020774	NM_020774	3	0	0	0	0	0	0	0	0	0
hek293_B	18:21765772-21819646	NM_020774	NM_020774	4	0	0	0	0	0	0	0	0	0
hek293_B	18:21765772-21819646	NM_020774	NM_020774	5	0	0	0	0	0	0	0	0	0
hek293_B	18:21765772-21819646	NM_020774	NM_020774	6	0	0	0	0	0	0	0	0	0
hek293_B	18:21765772-21819646	NM_020774	NM_020774	7	0	0	0	0	0	0	0	0	0
hek293_B	18:21765772-21819646	NM_020774	NM_020774	8	0	0	0	0	0	0	0	0	0
hek293_B	18:21765772-21819646	NM_020774	NM_020774	9	0	0	0	0	0	0	0	0	0
hek293_B	18:21765772-21819646	NM_020774	NM_020774	10	18	21815615	21815813	+	198	3	3	2	1
hek293_B	18:21765772-21819646	NM_020774	NM_020774	11	18	21819494	21819646	+	152	4	4	2	2
hek293_B	12:100282943-100298175	NM_017988	NM_017988	1	12	100282942	100283147	+	205	4	4	1	3
hek293_B	12:100282943-100298175	NM_017988	NM_017988	2	12	100291502	100291660	+	158	1	1	0	1
hek293_B	12:100282943-100298175	NM_017988	NM_017988	3	12	100298030	100298175	+	145	4	4	1	3
hek293_B	1:232513857-232515608	NM_020808	NM_020808	20	1	232513856	232515497	-	1641	5	9	7	2
hek293_B	4:87195324-87195690	NM_001292006	NM_001292006,NM_001292007,NM_020803,NR_120447,NM_001292003	8	4	87195323	87195690	-	367	5	12	6	6
hek293_B	13:77719532-77753358	NM_001242868	NM_001242870,NM_001242871,NM_001242869,NM_001242868,NM_001040153,NM_144595	1	13	77719531	77719671	+	140	7	7	3	4
hek293_B	13:77719532-77753358	NM_001242868	NM_001242870,NM_001242871,NM_001242869,NM_001242868,NM_001040153,NM_144595	2	13	77744282	77744432	+	150	1	1	1	0
hek293_B	13:77719532-77753358	NM_001242868	NM_001242870,NM_001242871,NM_001242869,NM_001242868,NM_001040153,NM_144595	3	13	77746513	77746855	+	342	2	2	1	1
hek293_B	13:77719532-77753358	NM_001242868	NM_001242870,NM_001242871,NM_001242869,NM_001242868,NM_001040153,NM_144595	4	13	77753202	77753358	+	156	7	7	3	4
hek293_B	19:34451981-34464131	NM_005499	NM_005499	9	19	34451980	34452147	+	167	7	7	3	4
hek293_B	19:34451981-34464131	NM_005499	NM_005499	10	19	34454259	34454353	+	94	2	2	0	2
hek293_B	19:34451981-34464131	NM_005499	NM_005499	11	0	0	0	0	0	0	0	0	0
hek293_B	19:34451981-34464131	NM_005499	NM_005499	12	0	0	0	0	0	0	0	0	0
hek293_B	19:34451981-34464131	NM_005499	NM_005499	13	19	34460469	34460566	+	97	1	1	1	0
hek293_B	19:34451981-34464131	NM_005499	NM_005499	14	19	34464025	34464131	+	106	7	7	3	4
hek293_B	15:41668828-41669958	NM_001080541	NM_001080541,NM_001164273	1	15	41668827	41669958	+	1131	18	38	16	22
hek293_B	20:62852317-62852353	NM_001301726	NM_001301726	0	20	62851493	62852888	-	1395	7	16	10	6
hek293_B	8:18765449-18804898	NM_015310	NM_015310,NM_206909	7	8	18765448	18765538	-	90	6	6	3	3
hek293_B	8:18765449-18804898	NM_015310	NM_015310,NM_206909	8	8	18799294	18799353	-	59	2	2	1	1
hek293_B	8:18765449-18804898	NM_015310	NM_015310,NM_206909	9	8	18801269	18801382	-	113	2	2	1	1
hek293_B	8:18765449-18804898	NM_015310	NM_015310,NM_206909	10	8	18804521	18804602	-	81	1	1	0	1
hek293_B	8:18765449-18804898	NM_015310	NM_015310,NM_206909	11	8	18804703	18804898	-	195	6	6	3	3
hek293_B	6:158312051-158314268	NM_020245	NM_020245,NM_001007466	0	6	158312659	158314268	+	1609	31	34	17	17
hek293_B	3:142736379-142748460	NM_001251845	NM_003304,NM_001251845	1	3	142736378	142736533	+	155	12	13	7	6
hek293_B	3:142736379-142748460	NM_001251845	NM_003304,NM_001251845	2	3	142743484	142743586	+	102	8	8	4	4
hek293_B	3:142736379-142748460	NM_001251845	NM_003304,NM_001251845	3	3	142748257	142748460	+	203	12	13	7	6
hek293_B	6:158282263-158314268	NM_020245	NM_020245,NM_001007466	0	6	158312659	158314268	+	1609	4	4	2	2
hek293_B	6:4891713-4892379	NM_001143970	NR_026590,NM_001143970,NM_001143971,NM_004824	1	6	4891712	4892379	+	667	27	54	22	32
hek293_B	15:69210316-69261329	NM_015554	NM_015554	1	15	69210315	69210406	+	91	5	5	1	4
hek293_B	15:69210316-69261329	NM_015554	NM_015554	2	15	69255793	69256392	+	599	2	2	1	1
hek293_B	15:69210316-69261329	NM_015554	NM_015554	3	15	69261086	69261329	+	243	5	5	1	4
hek293_B	16:68121987-68126610	NM_004555	NM_004555,NM_173165,NM_173163	1	16	68121986	68123121	+	1135	9	12	4	8
hek293_B	16:68121987-68126610	NM_004555	NM_004555,NM_173165,NM_173163	2	16	68126447	68126610	+	163	9	10	3	7
hek293_B	12:69251129-69262562	NM_007007	NM_001300947,NM_007007	1	12	69251128	69251338	+	210	10	10	5	5
hek293_B	12:69251129-69262562	NM_007007	NM_001300947,NM_007007	2	0	0	0	0	0	0	0	0	0
hek293_B	12:69251129-69262562	NM_007007	NM_001300947,NM_007007	3	0	0	0	0	0	0	0	0	0
hek293_B	12:69251129-69262562	NM_007007	NM_001300947,NM_007007	4	0	0	0	0	0	0	0	0	0
hek293_B	12:69251129-69262562	NM_007007	NM_001300947,NM_007007	5	0	0	0	0	0	0	0	0	0
hek293_B	12:69251129-69262562	NM_007007	NM_001300947,NM_007007	6	0	0	0	0	0	0	0	0	0
hek293_B	12:69251129-69262562	NM_007007	NM_001300947,NM_007007	7	12	69260043	69260197	+	154	1	1	0	1
hek293_B	12:69251129-69262562	NM_007007	NM_001300947,NM_007007	8	12	69262372	69262562	+	190	10	10	5	5
hek293_B	5:74813840-74841679	NM_015566	NM_015566,NR_046462	7	5	74813839	74814019	-	180	6	7	3	4
hek293_B	5:74813840-74841679	NM_015566	NM_015566,NR_046462	8	5	74834425	74834597	-	172	1	1	0	1
hek293_B	5:74813840-74841679	NM_015566	NM_015566,NR_046462	9	0	0	0	0	0	0	0	0	0
hek293_B	5:74813840-74841679	NM_015566	NM_015566,NR_046462	10	5	74840073	74840173	-	100	2	2	1	1
hek293_B	5:74813840-74841679	NM_015566	NM_015566,NR_046462	11	5	74841544	74841679	-	135	6	7	3	4
hek293_B	2:207976651-207977586	NM_001080475	NM_001080475	5	2	207976650	207977586	-	936	5	10	4	6
hek293_B	4:1900626-1904378	NM_007331	NM_007331,NM_133330,NM_133331,NM_133334,NM_133335,NM_001042424	3	4	1900625	1901251	+	626	4	5	1	4
hek293_B	4:1900626-1904378	NM_007331	NM_007331,NM_133330,NM_133331,NM_133334,NM_133335,NM_001042424	4	4	1904215	1904378	+	163	4	4	1	3
hek293_B	5:50399107-50411383	NM_198449	NM_198449	0	5	50396196	50399290	-	3094	13	17	6	11
hek293_B	5:50399107-50411383	NM_198449	NM_198449	1	5	50399858	50399913	-	55	4	4	0	4
hek293_B	5:50399107-50411383	NM_198449	NM_198449	2	0	0	0	0	0	0	0	0	0
hek293_B	5:50399107-50411383	NM_198449	NM_198449	3	0	0	0	0	0	0	0	0	0
hek293_B	5:50399107-50411383	NM_198449	NM_198449	4	0	0	0	0	0	0	0	0	0
hek293_B	5:50399107-50411383	NM_198449	NM_198449	5	5	50410876	50410965	-	89	1	1	1	0
hek293_B	5:50399107-50411383	NM_198449	NM_198449	6	5	50411196	50411383	-	187	13	17	6	11
hek293_B	11:117152441-117163892	NM_001184748	NM_001184748,NR_110268,NR_110269,NM_002572,NR_110282,NM_001184747,NM_001184746,NM_001309431	1	11	117152440	117152528	+	88	4	4	2	2
hek293_B	11:117152441-117163892	NM_001184748	NM_001184748,NR_110268,NR_110269,NM_002572,NR_110282,NM_001184747,NM_001184746,NM_001309431	2	11	117159933	117160023	+	90	2	2	1	1
hek293_B	11:117152441-117163892	NM_001184748	NM_001184748,NR_110268,NR_110269,NM_002572,NR_110282,NM_001184747,NM_001184746,NM_001309431	3	11	117161144	117161261	+	117	4	4	2	2
hek293_B	11:117152441-117163892	NM_001184748	NM_001184748,NR_110268,NR_110269,NM_002572,NR_110282,NM_001184747,NM_001184746,NM_001309431	4	11	117163769	117163874	+	105	4	4	2	2
hek293_B	X:131743096-131794466	NR_026975	NR_026975	3	X	131749305	131749458	-	153	7	7	1	6
hek293_B	X:131743096-131794466	NR_026975	NR_026975	4	0	0	0	0	0	0	0	0	0
hek293_B	X:131743096-131794466	NR_026975	NR_026975	5	0	0	0	0	0	0	0	0	0
hek293_B	X:131743096-131794466	NR_026975	NR_026975	6	0	0	0	0	0	0	0	0	0
hek293_B	X:131743096-131794466	NR_026975	NR_026975	7	0	0	0	0	0	0	0	0	0
hek293_B	X:131743096-131794466	NR_026975	NR_026975	8	X	131794323	131794466	-	143	13	16	8	8
hek293_B	9:135881633-135883078	NM_015447	NM_015447	14	9	135881632	135881794	-	162	24	25	12	13
hek293_B	9:135881633-135883078	NM_015447	NM_015447	15	9	135882815	135883078	-	263	24	28	15	13
hek293_B	1:247155566-247159813	NM_001297568	NM_001297568,NM_001297569,NM_001297567,NM_003431,NM_001243740	0	1	247154988	247157403	-	2415	6	8	3	5
hek293_B	1:247155566-247159813	NM_001297568	NM_001297568,NM_001297569,NM_001297567,NM_003431,NM_001243740	1	1	247159005	247159066	-	61	3	3	1	2
hek293_B	1:247155566-247159813	NM_001297568	NM_001297568,NM_001297569,NM_001297567,NM_003431,NM_001243740	2	1	247159686	247159813	-	127	6	8	4	4
hek293_B	1:247156406-247159813	NM_001297568	NM_001297568,NM_001297569,NM_001297567,NM_003431,NM_001243740	0	1	247154988	247157403	-	2415	4	5	3	2
hek293_B	1:247156406-247159813	NM_001297568	NM_001297568,NM_001297569,NM_001297567,NM_003431,NM_001243740	1	1	247159005	247159066	-	61	3	3	2	1
hek293_B	1:247156406-247159813	NM_001297568	NM_001297568,NM_001297569,NM_001297567,NM_003431,NM_001243740	2	1	247159686	247159813	-	127	4	4	3	1
hek293_B	3:49967470-49975392	NM_005777	NM_005777	2	3	49967469	49968748	+	1279	7	10	0	10
hek293_B	3:49967470-49975392	NM_005777	NM_005777	3	3	49972058	49972148	+	90	3	3	0	3
hek293_B	3:49967470-49975392	NM_005777	NM_005777	4	3	49975322	49975392	+	70	7	7	0	7
hek293_B	10:124942457-124943307	NM_017580	NM_017580	0	10	124942122	124943307	+	1185	24	54	34	20
hek293_B	10:7276892-7285954	NM_001018039	NM_001018039,NM_001029880	14	10	7276891	7276989	-	98	5	6	5	1
hek293_B	10:7276892-7285954	NM_001018039	NM_001018039,NM_001029880	15	10	7283903	7284150	-	247	4	4	3	1
hek293_B	10:7276892-7285954	NM_001018039	NM_001018039,NM_001029880	16	10	7285865	7285954	-	89	5	6	5	1
hek293_B	1:47280241-47282459	NM_001282937	NM_001282937,NM_001282936,NM_001282939,NM_001282938,NM_003035,NM_001048166	5	1	47280240	47281209	-	969	5	8	1	7
hek293_B	1:47280241-47282459	NM_001282937	NM_001282937,NM_001282936,NM_001282939,NM_001282938,NM_003035,NM_001048166	6	1	47282344	47282459	-	115	5	5	1	4
hek293_B	10:12081472-12091684	NM_018706	NM_018706	1	10	12081471	12081627	+	156	4	6	4	2
hek293_B	10:12081472-12091684	NM_018706	NM_018706	2	0	0	0	0	0	0	0	0	0
hek293_B	10:12081472-12091684	NM_018706	NM_018706	3	10	12087534	12087729	+	195	2	2	2	0
hek293_B	10:12081472-12091684	NM_018706	NM_018706	4	0	0	0	0	0	0	0	0	0
hek293_B	10:12081472-12091684	NM_018706	NM_018706	5	10	12091512	12091684	+	172	4	6	4	2
hek293_B	15:64499293-64500166	NM_015042	NM_015042	0	15	64499419	64500166	+	747	11	21	8	13
hek293_B	4:177353308-177360677	NM_018248	NM_018248	7	4	177353307	177353728	+	421	8	9	4	5
hek293_B	4:177353308-177360677	NM_018248	NM_018248	8	4	177360502	177360677	+	175	8	8	4	4
hek293_B	4:152411303-152412529	NM_001257069	NM_033632,NM_001257069	0	4	152411159	152411872	-	713	7	15	10	5
hek293_B	4:152411303-152412529	NM_001257069	NM_033632,NM_001257069	1	4	152412479	152412529	-	50	7	8	5	3
hek293_B	10:7243558-7285954	NM_001018039	NM_001018039,NM_001029880	12	10	7243557	7243705	-	148	7	7	4	3
hek293_B	10:7243558-7285954	NM_001018039	NM_001018039,NM_001029880	13	10	7248547	7248649	-	102	1	1	1	0
hek293_B	10:7243558-7285954	NM_001018039	NM_001018039,NM_001029880	14	10	7276891	7276989	-	98	1	1	0	1
hek293_B	10:7243558-7285954	NM_001018039	NM_001018039,NM_001029880	15	10	7283903	7284150	-	247	2	2	1	1
hek293_B	10:7243558-7285954	NM_001018039	NM_001018039,NM_001029880	16	10	7285865	7285954	-	89	7	7	4	3
hek293_B	X:131749306-131794466	NR_026975	NR_026975	3	X	131749305	131749458	-	153	48	52	24	28
hek293_B	X:131749306-131794466	NR_026975	NR_026975	4	X	131755597	131755746	-	149	18	18	4	14
hek293_B	X:131749306-131794466	NR_026975	NR_026975	5	0	0	0	0	0	0	0	0	0
hek293_B	X:131749306-131794466	NR_026975	NR_026975	6	0	0	0	0	0	0	0	0	0
hek293_B	X:131749306-131794466	NR_026975	NR_026975	7	0	0	0	0	0	0	0	0	0
hek293_B	X:131749306-131794466	NR_026975	NR_026975	8	X	131794323	131794466	-	143	48	52	24	28
hek293_B	14:30877572-30880734	NM_004086	NM_004086,NM_001135058	3	14	30877571	30877728	+	157	8	10	7	3
hek293_B	14:30877572-30880734	NM_004086	NM_004086,NM_001135058	4	14	30878810	30878944	+	134	4	4	4	0
hek293_B	14:30877572-30880734	NM_004086	NM_004086,NM_001135058	5	14	30879422	30879485	+	63	1	1	1	0
hek293_B	14:30877572-30880734	NM_004086	NM_004086,NM_001135058	6	14	30880451	30880496	+	45	4	4	3	1
hek293_B	14:30877572-30880734	NM_004086	NM_004086,NM_001135058	7	14	30880586	30880734	+	148	8	10	7	3
hek293_B	1:22078429-22086866	NM_001039802	NM_001039802,NM_044472,NM_001791	2	1	22078428	22078583	+	155	4	4	2	2
hek293_B	1:22078429-22086866	NM_001039802	NM_001039802,NM_044472,NM_001791	3	1	22081721	22081794	+	73	4	4	2	2
hek293_B	1:22078429-22086866	NM_001039802	NM_001039802,NM_044472,NM_001791	4	0	0	0	0	0	0	0	0	0
hek293_B	1:22078429-22086866	NM_001039802	NM_001039802,NM_044472,NM_001791	5	1	22086668	22086866	+	198	4	4	2	2
hek293_B	4:185247294-185267155	NM_031953	NM_031953	1	4	185247293	185247378	+	85	4	4	0	4
hek293_B	4:185247294-185267155	NM_031953	NM_031953	2	4	185258847	185259064	+	217	2	2	0	2
hek293_B	4:185247294-185267155	NM_031953	NM_031953	3	4	185264437	185264610	+	173	2	2	0	2
hek293_B	4:185247294-185267155	NM_031953	NM_031953	4	4	185266968	185267155	+	187	4	4	0	4
hek293_B	5:178885614-178931326	NM_030613	NM_030613	3	5	178916564	178916710	+	146	2	2	1	1
hek293_B	5:178885614-178931326	NM_030613	NM_030613	4	5	178931236	178933209	+	1973	4	4	1	3
hek293_B	14:99458279-99465813	NM_199123	NM_199123,NM_032233	3	14	99458278	99458535	-	257	42	45	23	22
hek293_B	14:99458279-99465813	NM_199123	NM_199123,NM_032233	4	0	0	0	0	0	0	0	0	0
hek293_B	14:99458279-99465813	NM_199123	NM_199123,NM_032233	5	14	99461191	99461340	-	149	5	5	3	2
hek293_B	14:99458279-99465813	NM_199123	NM_199123,NM_032233	6	14	99463485	99463578	-	93	26	26	14	12
hek293_B	14:99458279-99465813	NM_199123	NM_199123,NM_032233	7	14	99465702	99465813	-	111	42	45	23	22
hek293_B	1:84865385-84866138	NM_012152	NM_012152	1	1	84865384	84866138	-	754	5	12	6	6
hek293_B	2:189791790-189818180	NM_001128144	NM_001128144,NM_001128143,NM_000534,NR_110332,NM_001289408,NM_001289409	1	2	189791789	189791941	+	152	5	5	1	4
hek293_B	2:189791790-189818180	NM_001128144	NM_001128144,NM_001128143,NM_000534,NR_110332,NM_001289408,NM_001289409	2	2	189795768	189795951	+	183	2	2	0	2
hek293_B	2:189791790-189818180	NM_001128144	NM_001128144,NM_001128143,NM_000534,NR_110332,NM_001289408,NM_001289409	3	2	189805651	189805754	+	103	1	1	0	1
hek293_B	2:189791790-189818180	NM_001128144	NM_001128144,NM_001128143,NM_000534,NR_110332,NM_001289408,NM_001289409	4	2	189818016	189818180	+	164	5	5	1	4
hek293_B	5:65567513-65572286	NM_015342	NM_015342,NM_001278927,NM_001278926,NM_001278929	1	5	65567512	65567615	+	103	5	6	4	2
hek293_B	5:65567513-65572286	NM_015342	NM_015342,NM_001278927,NM_001278926,NM_001278929	2	5	65569631	65569732	+	101	2	2	1	1
hek293_B	5:65567513-65572286	NM_015342	NM_015342,NM_001278927,NM_001278926,NM_001278929	3	0	0	0	0	0	0	0	0	0
hek293_B	5:65567513-65572286	NM_015342	NM_015342,NM_001278927,NM_001278926,NM_001278929	4	5	65571838	65572286	+	448	5	6	4	2
hek293_B	5:94643273-94654752	NM_032290	NM_032290	4	5	94643272	94643435	+	163	5	5	1	4
hek293_B	5:94643273-94654752	NM_032290	NM_032290	5	5	94649453	94649597	+	144	4	4	1	3
hek293_B	5:94643273-94654752	NM_032290	NM_032290	6	0	0	0	0	0	0	0	0	0
hek293_B	5:94643273-94654752	NM_032290	NM_032290	7	5	94653271	94653421	+	150	1	1	0	1
hek293_B	5:94643273-94654752	NM_032290	NM_032290	8	5	94654629	94654752	+	123	5	5	1	4
